id,question,link_1,link_2,predict_answer
5256,Who is an American nonprofit executive?,https://en.wikipedia.org/wiki/Category:American_nonprofit_chief_executives,https://en.wikipedia.org/wiki/Category:American_nonprofit_executives,chief executive officers
5257,Where did the Borghese family originate?,https://en.wikipedia.org/wiki/Borghese_family,https://en.wikipedia.org/wiki/House_of_Borgia,Siena
5258,What was the name of the re-release of Crash Worship?,https://en.wikipedia.org/wiki/Crash_Worship,https://en.wikipedia.org/wiki/Triple_Mania_II,Triple Mania II
5259,Who was the leader of Cuba from 1959 to 2006?,https://en.wikipedia.org/wiki/List_of_heads_of_state_of_Cuba,https://en.wikipedia.org/wiki/Politics_of_Cuba,Fidel Castro
5260,What is the name of the best-selling Finnish indie album?,https://en.wikipedia.org/wiki/List_of_best-selling_albums_by_country,https://en.wikipedia.org/wiki/NE%C3%98V,Gramofon
5261,In what country was the village of Podvrh located?,https://en.wikipedia.org/wiki/Bregana,https://en.wikipedia.org/wiki/Piltdown_Man,Slovenia
5262,Who succeeded the pharaoh of the Eleventh Dynasty of Egypt?,https://en.wikipedia.org/wiki/Eleventh_Dynasty_of_Egypt,https://en.wikipedia.org/wiki/Mentuhotep_II,Mentuhotep II
5263,A what is the name of the master leaf-eared mouse?,https://en.wikipedia.org/wiki/Master_leaf-eared_mouse,https://en.wikipedia.org/wiki/Category:Phyllotis,Phyllotis magister
5264,What is the name of the union responsible for education in Uganda?,https://en.wikipedia.org/wiki/African_Union,https://en.wikipedia.org/wiki/Political_commissar,empty
5265,Where did Edward Moon go to college?,https://en.wikipedia.org/wiki/Edward_Moon,https://en.wikipedia.org/wiki/Edward_Moon_(MP),"Magdalen College, Oxford"
5266,Who created the concept of the inertial driving?,https://en.wikipedia.org/wiki/Reactionless_drive,https://en.wikipedia.org/wiki/Inertial_confinement_fusion,Project Loon with Google x
5267,What was the name of the sixth concert tour?,https://en.wikipedia.org/wiki/Re-Invention_World_Tour,https://en.wikipedia.org/wiki/Led_Zeppelin_North_American_Tour_Summer_1970,The Re-Invention World Tour
5268,Who starred in the film Rajasthan?,https://en.wikipedia.org/wiki/Rajasthan_(film),https://en.wikipedia.org/wiki/Khaleja,Sarathkumar and Vijayashanti
5269,How many communes does the new arrondissement consist of?,https://en.wikipedia.org/wiki/Municipal_arrondissements_of_France,https://en.wikipedia.org/wiki/Communes_of_France,ninth
5270,Who was the winner of Miss India 2008?,https://en.wikipedia.org/wiki/Femina_Miss_India,https://en.wikipedia.org/wiki/Parvathy_Omanakuttan,empty
5271,The throat is located on the what side of the leg?,https://en.wikipedia.org/wiki/Fillet_weld,https://en.wikipedia.org/wiki/Professional_wrestling_strikes,empty
5272,"What was the name for the local, regional and pan-regional divinities?",https://en.wikipedia.org/wiki/Religion_in_the_Inca_Empire,https://en.wikipedia.org/wiki/Hindu_deities,Inca deities
5273,When was 'Krays' released?,https://en.wikipedia.org/wiki/Kray_twins,https://en.wikipedia.org/wiki/The_Krays_(film),1990
5274,When did Stoke City F.C. start playing their first competitive match?,https://en.wikipedia.org/wiki/List_of_Stoke_City_F.C._players,https://en.wikipedia.org/wiki/List_of_Stoke_City_F.C._seasons,November 1883
5275,What notable miner was a pioneer of gold mining in Queensland?,https://en.wikipedia.org/wiki/Australian_gold_rushes,https://en.wikipedia.org/wiki/Gold_rush,Gold was found in Queensland near Warwick as early as 1851
5276,What is the name of the former CEO of Armada Media?,https://en.wikipedia.org/wiki/Armada_Media_Corporation,https://en.wikipedia.org/wiki/WIKB-FM,Jim Coursolle
5277,What was the name of Batterson's bestseller?,https://en.wikipedia.org/wiki/Mark_Batterson,https://en.wikipedia.org/wiki/Mary_Roberts_Rinehart,The Circle Maker Praying Circles Around Your Biggest Dreams and Greatest Fears
5278,Who originally built the church of Saint Lucia?,https://en.wikipedia.org/wiki/St_Lucia_Presbyterian_Church,"https://en.wikipedia.org/wiki/St._Joseph_the_Worker_Church,_Gros_Islet",St Lucia congregation of Presbyterians
5279,Who wrote the film's director?,https://en.wikipedia.org/wiki/Paul_Schrader,https://en.wikipedia.org/wiki/Alfred_Hitchcock,Martin Scorsese
5280,What company published The Wolverine?,https://en.wikipedia.org/wiki/Wolverine_(character),https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine,Marvel Comics
5281,At what park did the 2012 American League Wild Card Game occur?,https://en.wikipedia.org/wiki/Major_League_Baseball_Wild_Card_Game,https://en.wikipedia.org/wiki/2013_National_League_Wild_Card_Game,empty
5282,What is the largest acute teaching trust in England?,https://en.wikipedia.org/wiki/Nottingham_University_Hospitals_NHS_Trust,https://en.wikipedia.org/wiki/St_George%27s_Hospital,Nottingham University Hospitals NHS Trust
5283,German fairy tales are usually categorized as what?,https://en.wikipedia.org/wiki/Fairy_tale,https://en.wikipedia.org/wiki/Category:German_fairy_tales,grounded in historical truth
5284,What is the population of the island of Corsica?,https://en.wikipedia.org/wiki/Corsica,https://en.wikipedia.org/wiki/Elba,empty
5285,"What was the name of the episode that debuted on November 13, 1958?",https://en.wikipedia.org/wiki/Felix_the_Cat_(TV_series),https://en.wikipedia.org/wiki/List_of_Zorro_(1957_TV_series)_episodes,Master Cylinder-King of the
5286,Who was the fourth Tournament Player Championship champion?,https://en.wikipedia.org/wiki/1977_Tournament_Players_Championship,https://en.wikipedia.org/wiki/1985_Tournament_Players_Championship,Mark Hayes
5287,"How many people work in the glass, metal, and pottery industries?",https://en.wikipedia.org/wiki/Ceramic_art,https://en.wikipedia.org/wiki/Handicraft,"9,400"
5288,What gene was found to be down-regulated in many types of cancer?,https://en.wikipedia.org/wiki/Regulation_of_gene_expression,https://en.wikipedia.org/wiki/Downregulation_and_upregulation,transcription
5289,Who represents the entire Oregon district?,https://en.wikipedia.org/wiki/Oregon%27s_2nd_congressional_district,https://en.wikipedia.org/wiki/Oregon_boundary_dispute,2nd congressional district
5290,What law was passed in 1916 that provided for Arkansas's first military unit?,https://en.wikipedia.org/wiki/Arkansas_National_Guard_during_World_War_I,https://en.wikipedia.org/wiki/Arkansas_National_Guard_and_World_War_II,empty
5291,How many consecutive years did the Hurons win in the Mid-American Conference?,https://en.wikipedia.org/wiki/Eastern_Michigan_Eagles_football,https://en.wikipedia.org/wiki/Eastern_Michigan_Eagles,1956 to 1990
5292,What was the name of the first black governor of California?,https://en.wikipedia.org/wiki/Tom_Bradley_(American_politician),https://en.wikipedia.org/wiki/Peter_Hardeman_Burnett,Peter Hardeman Burnett
5293,What is the goal of Agricultural engineering?,https://en.wikipedia.org/wiki/Agricultural_engineering,https://en.wikipedia.org/wiki/Agricultural_policy,improve the efficiency of farms and agribusiness enterprises as well as to ensure sustainability of natural and renewable resources
5294,What was the name of the comic strip that created Grimly Feendish?,https://en.wikipedia.org/wiki/Grimly_Feendish,https://en.wikipedia.org/wiki/Smash!_(comics),"Eagle-Eye, Junior Spy"
5295,"What was the name of the first album the three artists founded in Norway, Sweden and Belgium released?",https://en.wikipedia.org/wiki/ABBA,https://en.wikipedia.org/wiki/Agnetha_F%C3%A4ltskog,Never Again
5296,What was the main party that failed to gain power in the 2015 election?,https://en.wikipedia.org/wiki/2015_United_Kingdom_general_election,https://en.wikipedia.org/wiki/2010_United_Kingdom_general_election,UUP Conservative alliance
5297,When was Bartolomeo di Zanobi Ghetti born?,https://en.wikipedia.org/wiki/Bartolomeo_Ghetti_(painter),https://en.wikipedia.org/wiki/Lisa_del_Giocondo,1536
5298,Who was the first major party leader in 1943?,https://en.wikipedia.org/wiki/America_First_Party_(1943),https://en.wikipedia.org/wiki/Jamaica_Labour_Party,Gerald L. K. Smith
5299,Who is the member of the legislative assembly for the Timberlea-Prospect provincial electoral district?,https://en.wikipedia.org/wiki/Timberlea-Prospect,https://en.wikipedia.org/wiki/Hammonds_Plains-Upper_Sackville,Iain Rankin
5300,How many municipalities are in Bern?,https://en.wikipedia.org/wiki/Municipalities_of_the_canton_of_Bern,https://en.wikipedia.org/wiki/Bern,342
5301,What is the name of the tourism department of Uttar Pradesh?,https://en.wikipedia.org/wiki/Uttar_Pradesh_Tourism,https://en.wikipedia.org/wiki/Agra,Uttar Pradesh Tourism
5302,When did the Big World Tour begin?,https://en.wikipedia.org/wiki/A_Great_Big_World,https://en.wikipedia.org/wiki/Love_Yourself_World_Tour,2012
5303,Who was the first to create a seal rotary seal?,https://en.wikipedia.org/wiki/Radial_shaft_seal,https://en.wikipedia.org/wiki/Dry_gas_seal,Kay
5304,Where does the stream of Tea Creek originate?,https://en.wikipedia.org/wiki/Tea_Creek,https://en.wikipedia.org/wiki/Blackwater_river,West Virginia
5305,Who was the inventor of the first direct multiplication machine?,https://en.wikipedia.org/wiki/Mechanical_calculator,https://en.wikipedia.org/wiki/Luigi_Torchi,Luigi Torchi
5306,When was Armitage FC formed?,https://en.wikipedia.org/wiki/Armitage_90_F.C.,https://en.wikipedia.org/wiki/Armitage_Shanks,2004
5307,What was the name of the landmark building at the time?,https://en.wikipedia.org/wiki/Flatiron_Building,https://en.wikipedia.org/wiki/Chrysler_Building,Metropolitan Life Insurance Company Tower
5308,What was Hiatt's last album with before his death?,https://en.wikipedia.org/wiki/John_Hiatt,https://en.wikipedia.org/wiki/Howie_Epstein,solo
5309,Who was the economist that developed the theory of capitalist exploitation?,https://en.wikipedia.org/wiki/Exploitation_of_labour,https://en.wikipedia.org/wiki/Ricardian_socialism,David Ricardo
5310,"Who was reelected in 2012, despite losing the Republican nomination?",https://en.wikipedia.org/wiki/2012_United_States_Senate_elections,https://en.wikipedia.org/wiki/2012_United_States_House_of_Representatives_elections,"The Republicans, despite losing two of their seats, picked up an open seat in Nebraska and retained open seats in Arizona and Texas, ending in addition to Republican gerrymandering, another factor that helped the GOP"
5311,When did he win the motorcycle speedway title?,https://en.wikipedia.org/wiki/Ivan_Mauger,https://en.wikipedia.org/wiki/Motorcycle_speedway,empty
5312,What position did Bo Lundquist previously hold?,https://en.wikipedia.org/wiki/Henrik_Lundqvist,https://en.wikipedia.org/wiki/Teknikmagasinet,goaltender
5313,Who was the first woman married to Brigham Young?,https://en.wikipedia.org/wiki/List_of_Brigham_Young%27s_wives,https://en.wikipedia.org/wiki/Ann_Eliza_Young,Ann Eliza
5314,What was the name of the well-known silent film that never became a big hit?,https://en.wikipedia.org/wiki/Sound_film,https://en.wikipedia.org/wiki/Alfred_Hitchcock,The Man Who Knew Too
5315,What is the name of the well known hotel in Burma?,https://en.wikipedia.org/wiki/Best_Western,https://en.wikipedia.org/wiki/Pegu_Club,Pegu Club
5316,What type of sets can be simple?,https://en.wikipedia.org/wiki/Set_theory,https://en.wikipedia.org/wiki/Set_(mathematics),predicatively founded members
5317,How large is the Hot Springs school district?,https://en.wikipedia.org/wiki/Hot_Springs_School_District,https://en.wikipedia.org/wiki/Hot_Springs_High_School_(Arkansas),empty
5318,"What was the name of the first car named ""City of Industry""?",https://en.wikipedia.org/wiki/City_of_Industry_(car),https://en.wikipedia.org/wiki/Industry_City,a Cadillac-powered 1953 Kurtis
5319,What is the capital of Grenada?,https://en.wikipedia.org/wiki/Grenada,"https://en.wikipedia.org/wiki/St._George%27s,_Grenada",St. George's
5320,Who was the head coach of the Horned Frogs in 1956?,https://en.wikipedia.org/wiki/1956_TCU_Horned_Frogs_football_team,https://en.wikipedia.org/wiki/TCU_Horned_Frogs_baseball,Abe Martin
5321,How many buses does the SunTran system operate?,https://en.wikipedia.org/wiki/ABQ_RIDE,https://en.wikipedia.org/wiki/Sun_Tran,empty
5322,Where is the geographical center of Hurley?,"https://en.wikipedia.org/wiki/Seekonk,_Massachusetts","https://en.wikipedia.org/wiki/Costa_Mesa,_California",Route 152
5323,When was the GFADS last active station?,https://en.wikipedia.org/wiki/Great_Falls_Air_Defense_Sector,https://en.wikipedia.org/wiki/Bandwagon_effect,1 April 1966
5324,What does the James L. Mathewson Exhibition Center host during the fair?,https://en.wikipedia.org/wiki/Mathewson_Exhibition_Center,"https://en.wikipedia.org/wiki/University_of_California,_Los_Angeles",equine and livestock
5325,What is the name of the Montenegrin football team located in Masline?,https://en.wikipedia.org/wiki/Stadion_Masline,https://en.wikipedia.org/wiki/FK_Blue_Star_Podgorica,Fudbalski klub Blue Star
5326,What was the name of the British spy film that first aired in 1939?,https://en.wikipedia.org/wiki/Spies_of_the_Air,https://en.wikipedia.org/wiki/Noor_Inayat_Khan,Spies of the Air
5327,What state did Shapleigh represent?,https://en.wikipedia.org/wiki/Eliot_Shapleigh,https://en.wikipedia.org/wiki/Steve_Adler_(politician),Texas
5328,What is the street named after?,https://en.wikipedia.org/wiki/List_of_streets_named_after_Martin_Luther_King_Jr.,https://en.wikipedia.org/wiki/Street_or_road_name,Martin Luther King Jr.
5329,What is the name of the architecture that was documented in partial versions as part of the Harvard architecture?,https://en.wikipedia.org/wiki/Von_Neumann_architecture,https://en.wikipedia.org/wiki/MIPS_architecture,MIPS
5330,When was the Mudgal Fort built?,https://en.wikipedia.org/wiki/Mudgal,https://en.wikipedia.org/wiki/List_of_forts_in_Karnataka,empty
5331,"Who is the author of the Jurassic Park novel ""Crichton's lizard""?",https://en.wikipedia.org/wiki/Crichtonsaurus,-,Michael Crichton
5332,The members of what circle were associated with the court of Maximilian I?,https://en.wikipedia.org/wiki/Thomas_Resch,https://en.wikipedia.org/wiki/Johannes_Stabius,a circle of humanists
5333,Where is Stictopleurus punctiventris found?,https://en.wikipedia.org/wiki/Stictopleurus_punctiventris,https://en.wikipedia.org/wiki/Stictopleurus,Central America and North America
5334,What was the name of the album that was released after the death of Cannonball Adderley?,https://en.wikipedia.org/wiki/Cannonball_Adderley,https://en.wikipedia.org/wiki/Lovers_(Cannonball_Adderley_album),Xi Omega Lovers
5335,What was the occupation of Friedrich Horst Winkler?,https://en.wikipedia.org/wiki/List_of_German_Americans,https://en.wikipedia.org/wiki/Karl-Theodor_zu_Guttenberg,sinologue
5336,What was the name of the third album released by Haystak?,https://en.wikipedia.org/wiki/Haystak,https://en.wikipedia.org/wiki/The_Natural_(Haystak_album),The Natural
5337,What is the total area of the Chattahoochee National Forest?,https://en.wikipedia.org/wiki/Chattahoochee%E2%80%93Oconee_National_Forest,https://en.wikipedia.org/wiki/National_recreation_area,"The Chattahoochee National Forest is composed of an eastern and western forest. The western forest contains Johns Mountain, Little Sand Mountain, and Taylor Ridge (Georgia). The combined total area of the Several would be transferred to the United States Forest Service and other agencies"
5338,When was the list of National Register properties created?,https://en.wikipedia.org/wiki/National_Register_of_Historic_Places,https://en.wikipedia.org/wiki/History_of_the_National_Register_of_Historic_Places,1966
5339,What is the largest private employer in the area?,https://en.wikipedia.org/wiki/List_of_largest_employers,https://en.wikipedia.org/wiki/List_of_largest_United_States%E2%80%93based_employers_globally,empty
5340,How many matches did Patrick McAtee play for?,https://en.wikipedia.org/wiki/Manchester_City_F.C._EDS_and_Academy,https://en.wikipedia.org/wiki/The_Haves_and_the_Have_Nots_(TV_series),16
5341,When did Thomas Anders have his third marriage?,https://en.wikipedia.org/wiki/Thomas_Anders,https://en.wikipedia.org/wiki/Dieter_Bohlen,1984
5342,Where is the movie Christmas Catastrophe usually aired?,https://en.wikipedia.org/wiki/Hank_Zipzer%27s_Christmas_Catastrophe,https://en.wikipedia.org/wiki/Christmas_Icetastrophe,CBBC
5343,Where is the Royal Naval Dockyard located?,https://en.wikipedia.org/wiki/Royal_Navy_Dockyard,"https://en.wikipedia.org/wiki/Royal_Naval_Dockyard,_Bermuda",Bermuda
5344,Where is the station of Sant Boi de Llobregat located?,https://en.wikipedia.org/wiki/Sant_Boi_(Llobregat%E2%80%93Anoia_Line),https://en.wikipedia.org/wiki/Mol%C3%AD_Nou-Ciutat_Cooperativa_(Llobregat%E2%80%93Anoia_Line),"Catalonia, Spain"
5345,What is the name of the Arkansas newspaper that serves southern Arkansas?,https://en.wikipedia.org/wiki/Arkansas,https://en.wikipedia.org/wiki/List_of_newspapers_in_Arkansas,Arkansas Press
5346,Who was the first town treasurer in Winchester?,https://en.wikipedia.org/wiki/S._B._White_House,https://en.wikipedia.org/wiki/Bishop_of_Winchester,"Samuel B. White, Jr."
5347,How many games are on the current release schedule for the PlayStation 3?,https://en.wikipedia.org/wiki/PlayStation,https://en.wikipedia.org/wiki/List_of_The_Elder_Scrolls_video_games,empty
5348,How many records did he win as a coach?,https://en.wikipedia.org/wiki/Bill_Belichick,https://en.wikipedia.org/wiki/Phil_Jackson,eleventh
5349,What was the nickname given to Henry Marcus Quackenbush?,https://en.wikipedia.org/wiki/Maurice_Richard,https://en.wikipedia.org/wiki/Boston_Bruins,empty
5350,what county is Williams Bay located in?,"https://en.wikipedia.org/wiki/Williams_Bay,_Wisconsin",https://en.wikipedia.org/wiki/Yerkes_Observatory,Walworth
5351,What is the currency of Denmark?,https://en.wikipedia.org/wiki/Danish_krone,https://en.wikipedia.org/wiki/Denmark_and_the_euro,The krone
5352,In which European country would you find the Rijksmuseum?,https://en.wikipedia.org/wiki/Rijksmuseum,https://en.wikipedia.org/wiki/Amsterdam,French
5353,When was the requirement for new ministers to stand for re-election introduced?,https://en.wikipedia.org/wiki/Ministerial_by-election,https://en.wikipedia.org/wiki/Premiership_of_Margaret_Thatcher,1707
5354,Who wrote the novels Gone Girl and Sharp Objects?,https://en.wikipedia.org/wiki/Gillian_Flynn,https://en.wikipedia.org/wiki/Sharp_Objects,Gillian Schieber Flynn
5355,The Kranji Expressway starts at the city's south end in what location?,https://en.wikipedia.org/wiki/Johor_Bahru,https://en.wikipedia.org/wiki/Expressways_of_Singapore,Southern Integrated Gateway
5356,What was the name of the film's title?,https://en.wikipedia.org/wiki/Title_sequence,https://en.wikipedia.org/wiki/Opening_credits,Hamlet
5357,What country has laws that enforce key disclosure laws?,https://en.wikipedia.org/wiki/Key_disclosure_law,https://en.wikipedia.org/wiki/Key_escrow,empty
5358,What is an expert on Russia?,https://en.wikipedia.org/wiki/Expert_(magazine),https://en.wikipedia.org/wiki/Expert_RA,"Expert Volga, covering Volga valley region, headquarters in Samara - since 2005 D (personal finance magazine) - since 2006 Expert Yug, covering South of Russia, headquarters in Rostov-on-Don - since 2007 Russkiy Reporter (Russian Reporter general news weekly) - since 2007 Expert Tatarstan, covering Russian republic Tatarstan, headquarters in Kazan - since 2014 Person of the Year Since 2002 Expert RA is Russia s oldest credit rating agency"
5359,What was the name of the soundtrack album recorded by Underground Lovers?,https://en.wikipedia.org/wiki/Underground_Lovers,https://en.wikipedia.org/wiki/Mallboy_(album),Mallboy
5360,"In 2010, how many awards came from the competition?",https://en.wikipedia.org/wiki/2010_Cannes_Film_Festival,https://en.wikipedia.org/wiki/Arnold_Schwarzenegger,63rd
5361,When did the Major League Ultimate begin?,https://en.wikipedia.org/wiki/Major_League_Ultimate,https://en.wikipedia.org/wiki/Ultimate_(sport),"April, 2013"
5362,When did Pineda sign with the Minnesota Twins?,https://en.wikipedia.org/wiki/Michael_Pineda,https://en.wikipedia.org/wiki/File:Michael_Pineda_-_-_Minnesota_Twins_-_Target_Field_-_MLB_(48221308651).jpg,2005
5363,What did Celes Ernesto Cárcamo study?,https://en.wikipedia.org/wiki/Celes_Ernesto_C%C3%A1rcamo,https://en.wikipedia.org/wiki/Celes,psychoanalysis
5364,What record label did Jeff Hanson start?,https://en.wikipedia.org/wiki/Jeff_Hanson_(music_executive),https://en.wikipedia.org/wiki/Jeff_Hanson,Silent Majority Group
5365,What was the first play of Sumner Locke Elliott?,https://en.wikipedia.org/wiki/Sumner_Locke_Elliott,https://en.wikipedia.org/wiki/Wicked_Is_the_Vine,Wicked is the Vine
5366,What was the name of the newest station?,https://en.wikipedia.org/wiki/New_York_City_Subway_stations,https://en.wikipedia.org/wiki/List_of_New_York_City_Subway_stations_in_Manhattan,"Second Avenue at 72nd, 86th and 96th streets"
5367,What is the collective that provides financial support to independent entrepreneurs?,https://en.wikipedia.org/wiki/Social_enterprise,https://en.wikipedia.org/wiki/Crowdfunding,incubators
5368,What was the average cost of successfully performing robotic surgery in 2007?,https://en.wikipedia.org/wiki/Robot-assisted_surgery,https://en.wikipedia.org/wiki/Robot,"5,607 to 45,914"
5369,What city is home to the NBC Experience globe?,https://en.wikipedia.org/wiki/YESCO,https://en.wikipedia.org/wiki/NBC,New York City
5370,Where was 'My Friends' set?,https://en.wikipedia.org/wiki/I_Set_My_Friends_on_Fire,https://en.wikipedia.org/wiki/We_Are_Your_Friends_(film),"Miami, Florida"
5371,What was the occupation of James Arthur Bayton?,https://en.wikipedia.org/wiki/James_Arthur_Bayton,https://en.wikipedia.org/wiki/James_Wood_Johnson,psychologist
5372,Which film did Angus help develop for?,https://en.wikipedia.org/wiki/Angus_Sampson,https://en.wikipedia.org/wiki/MacGuffin,Mad Max Fury Road
5373,Where did the Yellow Jackets play their home games at?,https://en.wikipedia.org/wiki/Frankford_Yellow_Jackets,https://en.wikipedia.org/wiki/Georgia_Tech_Yellow_Jackets_football,Frankford Stadium
5374,Who was elected governor of North Dakota in 1968?,https://en.wikipedia.org/wiki/1968_North_Dakota_gubernatorial_election,https://en.wikipedia.org/wiki/1968_South_Dakota_gubernatorial_election,William L. Guy
5375,"When did the CBC air the reality television series ""Snapshots""?",https://en.wikipedia.org/wiki/List_of_programs_broadcast_by_CBC_Television,https://en.wikipedia.org/wiki/Jim_Hughson,empty
5376,Which countries are in the agreement on the conservation of albatrosses?,https://en.wikipedia.org/wiki/Agreement_on_the_Conservation_of_Albatrosses_and_Petrels,https://en.wikipedia.org/wiki/List_of_international_environmental_agreements,fifth Party
5377,Where are the Canterbury Plains located in New Zealand?,https://en.wikipedia.org/wiki/Canterbury_Plains,"https://en.wikipedia.org/wiki/Canterbury,_New_Zealand",Mid Canterbury
5378,How many states does the train have across India?,https://en.wikipedia.org/wiki/Indian_Railways,https://en.wikipedia.org/wiki/Rail_transport_in_India,14
5379,What are the two countries' bilateral intellectual and economic relations?,https://en.wikipedia.org/wiki/Germany%E2%80%93United_States_relations,https://en.wikipedia.org/wiki/Foreign_relations_of_Japan,"The topic also includes economic relations such as trade and investments, demography and migration, and cultural and intellectual interchanges since the 1680s"
5380,When was the 10th World Orienteering Championships held?,https://en.wikipedia.org/wiki/1983_World_Orienteering_Championships,https://en.wikipedia.org/wiki/Underwater_Orienteering_World_Championships,1 4 September 1983
5381,What is the name of the landmark in the far north that is currently undergoing construction? ,https://en.wikipedia.org/wiki/Empire_State_Building,https://en.wikipedia.org/wiki/The_Dakota,Dakota's long-time manager. Christopher Gray's book New York Streetscapes quotes the interaction thus Probably it was called 'Dakota
5382,What is the spectacular jump in Värmland called?,https://en.wikipedia.org/wiki/Colin%27s_Crest,https://en.wikipedia.org/wiki/The_Vikings_(film),Colin's Crest
5383,Which East German slalom canoeist won a silver medal at the 1959 ICF Canoe Slalom World Championships?,https://en.wikipedia.org/wiki/Siegfried_Seidemann,https://en.wikipedia.org/wiki/Karl-Heinz_Wozniak,Siegfried Seidemann
5384,What is the main food source of moths?,https://en.wikipedia.org/wiki/Moth,https://en.wikipedia.org/wiki/Indianmeal_moth,empty
5385,How long is the China-Tajikistan border?,https://en.wikipedia.org/wiki/China%E2%80%93Tajikistan_border,https://en.wikipedia.org/wiki/China%E2%80%93Tajikistan_relations,477 km (296 mi)
5386,How many students currently attend Quincy University?,https://en.wikipedia.org/wiki/Quincy_University,https://en.wikipedia.org/wiki/Talk%3AQuincy_University,"40,000"
5387,What is the easiest way to identify the Megadromus antarcticus?,https://en.wikipedia.org/wiki/Megadromus_antarcticus,https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Beetles/Popular_pages,iridescent green coloration
5388,What year was Nobody's Fool released?,https://en.wikipedia.org/wiki/Nobody%27s_Fool_(1994_film),https://en.wikipedia.org/wiki/Nobody%27s_Fool_(2018_film),1994
5389,"What was the deep range of the ""O 9-class submarines""?",https://en.wikipedia.org/wiki/O_9-class_submarine,-,60 metres (200 ft)
5390,What type of sea snail is Vexillum bipartitum?,https://en.wikipedia.org/wiki/Vexillum_bipartitum,https://en.wikipedia.org/wiki/Vexillum_(gastropod),small
5391,How many grades does the Caprock High School boast?,https://en.wikipedia.org/wiki/Plano_East_Senior_High_School,https://en.wikipedia.org/wiki/Waterfall,11 and 12
5392,How many people live in Mount Field?,https://en.wikipedia.org/wiki/Mount_St._Helens,https://en.wikipedia.org/wiki/Mount_Field_National_Park,64
5393,What do the marching bands call after the show?,https://en.wikipedia.org/wiki/Marching_band,https://en.wikipedia.org/wiki/Drum_major_(marching_band),empty
5394,What was the name of the third album released by The Corrs?,https://en.wikipedia.org/wiki/The_Corrs,https://en.wikipedia.org/wiki/The_Corrs_discography,In Blue
5395,What is the name of the song that Madonna released in 2008?,https://en.wikipedia.org/wiki/Hard_Candy_(Madonna_album),https://en.wikipedia.org/wiki/4_Minutes,4 Minutes
5396,Who was a mazurkas published?,https://en.wikipedia.org/wiki/Mazurkas_(Chopin),https://en.wikipedia.org/wiki/Mazurka,"Frédéric Chopin wrote at least 59 mazurkas for piano, based on the traditional Polish dance 58 have been published 45 during Chopin's lifetime"
5397,The Comic Reader App was created for what device?,https://en.wikipedia.org/wiki/Comparison_of_e-book_formats,https://en.wikipedia.org/wiki/E-reader,"BlackBerry devices, Apple's iBooks app running on Macintosh computers and iOS devices"
5398,Where is Eldridge Corner from?,"https://en.wikipedia.org/wiki/Eldridge_Corner,_Arkansas","https://en.wikipedia.org/wiki/Eldridge_Corner,_Virginia",Virginia
5399,What was Saale-Orla-Kreis I created for?,https://en.wikipedia.org/wiki/Saale-Orla-Kreis_II,https://en.wikipedia.org/wiki/Saale-Orla-Kreis,1994 state election
5400,What was the first All-Ireland Senior Hurling Championship?,https://en.wikipedia.org/wiki/All-Ireland_Senior_Hurling_Championship,https://en.wikipedia.org/wiki/1887_All-Ireland_Senior_Hurling_Championship,1887
5401,When was the Old City annexed by Israel?,https://en.wikipedia.org/wiki/Old_City_(Jerusalem),https://en.wikipedia.org/wiki/East_Jerusalem,1968
5402,What was the name of Mic Geronimo's third studio album?,https://en.wikipedia.org/wiki/The_Natural_(Mic_Geronimo_album),https://en.wikipedia.org/wiki/Ja_Rule,The Natural
5403,How many times has the Princeton University men's ice hockey team won a national title?,https://en.wikipedia.org/wiki/Princeton_Tigers,https://en.wikipedia.org/wiki/Princeton_Tigers_men%27s_ice_hockey,2012
5404,What was the occupation of Robert George Hindmarch?,https://en.wikipedia.org/wiki/Bob_Hindmarch,https://en.wikipedia.org/wiki/George_Stephenson,professor
5405,What was the profession of Henry Holmes Croft?,https://en.wikipedia.org/wiki/Henry_Holmes_Croft,https://en.wikipedia.org/wiki/The_Queen%27s_Own_Rifles_of_Canada,scientist
5406,What is the name of the character introduced as a friend of Wolverine?,https://en.wikipedia.org/wiki/Wolverine_(character),https://en.wikipedia.org/wiki/X-23,Weapon X
5407,What is the goal of a functional account of emotions?,https://en.wikipedia.org/wiki/Functional_accounts_of_emotion,https://en.wikipedia.org/wiki/Emotion,to describe why humans have specific consisting of a coordinated set of responses
5408,What was the name of the first warship that was acquired as a minesweeper?,https://en.wikipedia.org/wiki/Pondicherry-class_minesweeper,https://en.wikipedia.org/wiki/Ton-class_minesweeper,Natya-class minesweeper. The vessels were acquired in two batches. The first were purchased from 1977 to 1980
5409,Whose poetry was linked to the experimental style of southern Brazilian poetry?,https://en.wikipedia.org/wiki/Concrete_poetry,https://en.wikipedia.org/wiki/Ronald_Augusto,Ronald Augusto da Costa
5410,How many members are in the parliamentary minority?,https://en.wikipedia.org/wiki/Minority_government,https://en.wikipedia.org/wiki/Iranian_Parliament_religious_minority_reserved_seats,five
5411,Where did the first Bluespec workshop take place?,https://en.wikipedia.org/wiki/Bluespec,https://en.wikipedia.org/wiki/Haskell_(programming_language),August classes
